"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6883","httpPushDataTransfer()","","Mon Jun 02 07:38:53 GMT 2025","passed","Mon Jun 02 07:39:00 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest","httpPushDataTransfer"
"","2081","transferFile_s3ToAzureMultipleFiles_whenConsumerDefinesBloblName_success(Vault)","","Mon Jun 02 07:37:41 GMT 2025","passed","Mon Jun 02 07:37:43 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","transferFile_s3ToAzureMultipleFiles_whenConsumerDefinesBloblName_success"
"","31","Policy is accepted Dismantler allowedBrands (IS_NONE_OF, no intersect)","","Mon Jun 02 07:36:48 GMT 2025","passed","Mon Jun 02 07:36:48 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidValidPolicyDefinitions"
"","1532","Consumer gets cached catalog with provider entry","","Mon Jun 02 07:39:05 GMT 2025","passed","Mon Jun 02 07:39:07 GMT 2025","","org.eclipse.tractusx.edc.tests.catalog.FederatedCatalogTest","org.eclipse.tractusx.edc.tests.catalog.FederatedCatalogTest","requestCatalog_fulfillsPolicy_shouldReturnOffer"
"","2052","transferFolder_targetFolderNotExists_shouldCreate(Vault)","","Mon Jun 02 07:37:25 GMT 2025","passed","Mon Jun 02 07:37:27 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","transferFolder_targetFolderNotExists_shouldCreate"
"","44","Policy is accepted PCF Use Case (new notation)","","Mon Jun 02 07:36:49 GMT 2025","passed","Mon Jun 02 07:36:49 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","159","refreshEdr_whenNotFound()","","Mon Jun 02 07:37:48 GMT 2025","passed","Mon Jun 02 07:37:48 GMT 2025","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","refreshEdr_whenNotFound"
"","1564","Contract policy is NOT fulfilled Sustainability Use Case (legacy notation)","","Mon Jun 02 07:38:25 GMT 2025","passed","Mon Jun 02 07:38:26 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","transferData_whenContractPolicyNotFulfilled"
"","6087","transferData_withSuspendResume()","","Mon Jun 02 07:38:27 GMT 2025","passed","Mon Jun 02 07:38:33 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest","transferData_withSuspendResume"
"","1210","The authentication token has a invalid id","","Mon Jun 02 07:37:36 GMT 2025","passed","Mon Jun 02 07:37:38 GMT 2025","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_invalidTokenId"
"","29","Policy is accepted Dismantler Cred (activity type)","","Mon Jun 02 07:36:48 GMT 2025","passed","Mon Jun 02 07:36:48 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidValidPolicyDefinitions"
"","158","Verify the refresh endpoint is not called when token not yet expired","","Mon Jun 02 07:37:48 GMT 2025","passed","Mon Jun 02 07:37:48 GMT 2025","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","getEdrWithRefresh_notExpired_shouldNotCallEndpoint"
"","4990","Contract policy is fulfilled Dismantler allowedBrands (IN, fully contained)","","Mon Jun 02 07:41:11 GMT 2025","passed","Mon Jun 02 07:41:16 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","transferData_whenContractPolicyFulfilled"
"","248","Verify that the consumer receives only the offers he is permitted to (using the legacy BPN validation)","","Mon Jun 02 07:38:46 GMT 2025","passed","Mon Jun 02 07:38:46 GMT 2025","","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","requestCatalog_filteredByBpnLegacy_shouldReject"
"","1481","retireAgreement_shouldFail_whenAgreementDoesNotExist()","","Mon Jun 02 07:36:49 GMT 2025","passed","Mon Jun 02 07:36:51 GMT 2025","","org.eclipse.tractusx.edc.tests.agreement.retirement.RetireAgreementTest","org.eclipse.tractusx.edc.tests.agreement.retirement.RetireAgreementTest","retireAgreement_shouldFail_whenAgreementDoesNotExist"
"","30","Provider gets 400 when no asset selector is used","","Mon Jun 02 07:37:30 GMT 2025","passed","Mon Jun 02 07:37:30 GMT 2025","","org.eclipse.tractusx.edc.tests.validators.EmptyAssetSelectorValidatorTest","org.eclipse.tractusx.edc.tests.validators.EmptyAssetSelectorValidatorTest","shouldFail_whenContractDefinitionHasNoAssetSelector"
"","4487","Verify that the callbacks are invoked when negotiating an EDR","","Mon Jun 02 07:38:11 GMT 2025","passed","Mon Jun 02 07:38:16 GMT 2025","","org.eclipse.tractusx.edc.tests.edrv2.NegotiateEdrTest","org.eclipse.tractusx.edc.tests.edrv2.NegotiateEdrTest","negotiateEdr_shouldInvokeCallbacks"
"","26","Policy is accepted Usage Purpose","","Mon Jun 02 07:36:48 GMT 2025","passed","Mon Jun 02 07:36:48 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidValidPolicyDefinitions"
"","2928","Contract policy is NOT fulfilled Dismantler allowedBrands (NEQ, but is equal)","","Mon Jun 02 07:40:11 GMT 2025","passed","Mon Jun 02 07:40:14 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","transferData_whenContractPolicyNotFulfilled"
"","39","Policy is accepted In force date policy","","Mon Jun 02 07:36:49 GMT 2025","passed","Mon Jun 02 07:36:49 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","1207","The sign key of the authentication token is different from the public key from the DID","","Mon Jun 02 07:37:39 GMT 2025","passed","Mon Jun 02 07:37:40 GMT 2025","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_spoofedAuthToken"
"","5384","Contract policy is fulfilled Dismantler Credential","","Mon Jun 02 07:40:46 GMT 2025","passed","Mon Jun 02 07:40:51 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","transferData_whenContractPolicyFulfilled"
"","6703","transferData_privateBackend()","","Mon Jun 02 07:39:34 GMT 2025","passed","Mon Jun 02 07:39:41 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","transferData_privateBackend"
"","2720","Contract policy is fulfilled Dismantler allowedBrands (EQ, exact match)","","Mon Jun 02 07:38:58 GMT 2025","passed","Mon Jun 02 07:39:00 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","transferData_whenContractPolicyFulfilled"
"","201","Multiple ContractDefinitions exist for one Asset","","Mon Jun 02 07:38:45 GMT 2025","passed","Mon Jun 02 07:38:46 GMT 2025","","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","requestCatalog_multipleOffersForAsset"
"","1217","The refresh token does not match the stored one","","Mon Jun 02 07:37:38 GMT 2025","passed","Mon Jun 02 07:37:39 GMT 2025","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_withWrongRefreshToken"
"","1255","The Authorization header is empty","","Mon Jun 02 07:37:33 GMT 2025","passed","Mon Jun 02 07:37:34 GMT 2025","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_emptyAuthHeader"
"","548","refreshEdr()","","Mon Jun 02 07:37:47 GMT 2025","passed","Mon Jun 02 07:37:48 GMT 2025","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","refreshEdr"
"","171","refreshEdr_whenNotAuthorized()","","Mon Jun 02 07:37:55 GMT 2025","passed","Mon Jun 02 07:37:55 GMT 2025","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","refreshEdr_whenNotAuthorized"
"","2045","transferFile_targetContainerNotExist_shouldFail(Vault)","","Mon Jun 02 07:37:27 GMT 2025","passed","Mon Jun 02 07:37:29 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","transferFile_targetContainerNotExist_shouldFail"
"","46","Policy is accepted Dismantler allowedBrands (EQ, exact match)","","Mon Jun 02 07:36:49 GMT 2025","passed","Mon Jun 02 07:36:49 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","184","Verify HTTP 200 response and body when refreshing succeeds","","Mon Jun 02 07:37:54 GMT 2025","passed","Mon Jun 02 07:37:55 GMT 2025","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","getEdrWithRefresh_success"
"","240","Verify that the consumer receives only the offers he is permitted to (using the new BPN validation)","","Mon Jun 02 07:38:45 GMT 2025","passed","Mon Jun 02 07:38:45 GMT 2025","","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","requestCatalog_filteredByBpn_shouldReject"
"","593","Verify HTTP 403 response when refreshing the token is not allowed","","Mon Jun 02 07:37:48 GMT 2025","passed","Mon Jun 02 07:37:49 GMT 2025","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","getEdrWithRefresh_unauthorized"
"","31","Policy is accepted Dismantler Credential","","Mon Jun 02 07:36:48 GMT 2025","passed","Mon Jun 02 07:36:48 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidValidPolicyDefinitions"
"","3452","transferData_privateBackend_withConsumerDataPlane()","","Mon Jun 02 07:38:08 GMT 2025","passed","Mon Jun 02 07:38:12 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest","transferData_privateBackend_withConsumerDataPlane"
"","15251","transferData_withTerminate()","","Mon Jun 02 07:38:12 GMT 2025","passed","Mon Jun 02 07:38:27 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest","transferData_withTerminate"
"","2042","shouldFail_whenDestinationBucketDoesNotExist()","","Mon Jun 02 07:37:59 GMT 2025","passed","Mon Jun 02 07:38:01 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","shouldFail_whenDestinationBucketDoesNotExist"
"","2860","transferData_privateBackend_withConsumerDataPlane()","","Mon Jun 02 07:38:05 GMT 2025","passed","Mon Jun 02 07:38:08 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","transferData_privateBackend_withConsumerDataPlane"
"","537","Policy is accepted MembershipCredential","","Mon Jun 02 07:36:48 GMT 2025","passed","Mon Jun 02 07:36:48 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","2054","Contract policy is NOT fulfilled Dismantler allowedBrands (NEQ, but is equal)","","Mon Jun 02 07:38:31 GMT 2025","passed","Mon Jun 02 07:38:33 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","transferData_whenContractPolicyNotFulfilled"
"","37","Policy is accepted PCF Use Case (new notation)","","Mon Jun 02 07:36:48 GMT 2025","passed","Mon Jun 02 07:36:48 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidValidPolicyDefinitions"
"","5020","transferData_privateBackend_withConsumerDataPlane()","","Mon Jun 02 07:39:41 GMT 2025","passed","Mon Jun 02 07:39:46 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","transferData_privateBackend_withConsumerDataPlane"
"","2931","Contract policy is NOT fulfilled Dismantler activityType does not match","","Mon Jun 02 07:40:08 GMT 2025","passed","Mon Jun 02 07:40:11 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","transferData_whenContractPolicyNotFulfilled"
"","5792","When multiple requests to refresh, to different edrs, verify all return non expired token","","Mon Jun 02 07:37:49 GMT 2025","passed","Mon Jun 02 07:37:54 GMT 2025","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","getEdrWithRefresh_subsequentRequestReturn"
"","7084","Contract policy is fulfilled DataExchangeGovernance use case","","Mon Jun 02 07:40:39 GMT 2025","passed","Mon Jun 02 07:40:46 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","transferData_whenContractPolicyFulfilled"
"","2181","transferFile_success()","","Mon Jun 02 07:37:57 GMT 2025","passed","Mon Jun 02 07:37:59 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","transferFile_success"
"","2059","Contract policy is NOT fulfilled Dismantler allowedBrands (IN, but not subset)","","Mon Jun 02 07:38:34 GMT 2025","passed","Mon Jun 02 07:38:36 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","transferData_whenContractPolicyNotFulfilled"
"","15825","Malicious actor should not impersonate a consumer by creating a VP with the consumer membership credential","","Mon Jun 02 07:37:17 GMT 2025","passed","Mon Jun 02 07:37:33 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.CredentialSpoofTest","org.eclipse.tractusx.edc.tests.transfer.CredentialSpoofTest","shouldNotImpersonateConsumer_withWrappedConsumerCredential"
"","39","Policy is accepted Dismantler allowedBrands (EQ, exact match)","","Mon Jun 02 07:36:48 GMT 2025","passed","Mon Jun 02 07:36:48 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidValidPolicyDefinitions"
"","2048","transferFile_s3ToAzureMultipleFiles(Vault)","","Mon Jun 02 07:37:47 GMT 2025","passed","Mon Jun 02 07:37:49 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","transferFile_s3ToAzureMultipleFiles"
"","41","Policy is accepted Contract reference","","Mon Jun 02 07:36:49 GMT 2025","passed","Mon Jun 02 07:36:49 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","350","Provider gets 400 when empty asset selector is used","","Mon Jun 02 07:37:30 GMT 2025","passed","Mon Jun 02 07:37:30 GMT 2025","","org.eclipse.tractusx.edc.tests.validators.EmptyAssetSelectorValidatorTest","org.eclipse.tractusx.edc.tests.validators.EmptyAssetSelectorValidatorTest","shouldFail_whenContractDefinitionHasEmptyAssetSelector"
"","15720","Expect the Catalog request to fail if a credential is expired","","Mon Jun 02 07:39:46 GMT 2025","passed","Mon Jun 02 07:40:02 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","catalogRequest_whenCredentialExpired"
"","3016","Contract policy is fulfilled PCF Use Case (legacy notation)","","Mon Jun 02 07:38:39 GMT 2025","passed","Mon Jun 02 07:38:42 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","transferData_whenContractPolicyFulfilled"
"","33","Policy is accepted Contract reference","","Mon Jun 02 07:36:48 GMT 2025","passed","Mon Jun 02 07:36:48 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidValidPolicyDefinitions"
"","19329","transferFile_largeFile(long, Vault) File size bytes: 536870912","","Mon Jun 02 07:36:36 GMT 2025","passed","Mon Jun 02 07:36:55 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","transferFile_largeFile"
"","49","Policy is accepted PCF Use Case (legacy notation)","","Mon Jun 02 07:36:48 GMT 2025","passed","Mon Jun 02 07:36:48 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidValidPolicyDefinitions"
"","12878","shouldTerminateTransfer_whenPolicyExpires()","","Mon Jun 02 07:37:09 GMT 2025","passed","Mon Jun 02 07:37:22 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyMonitorEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyMonitorEndToEndTest","shouldTerminateTransfer_whenPolicyExpires"
"","44","Policy is accepted Dismantler allowedBrands (IN, fully contained)","","Mon Jun 02 07:36:49 GMT 2025","passed","Mon Jun 02 07:36:49 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","8592","transferData_withAutomaticRefresh()","","Mon Jun 02 07:39:17 GMT 2025","passed","Mon Jun 02 07:39:25 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferWithTokenRefreshTest","org.eclipse.tractusx.edc.tests.transfer.TransferWithTokenRefreshTest","transferData_withAutomaticRefresh"
"","2055","transferFile_success(Vault)","","Mon Jun 02 07:37:22 GMT 2025","passed","Mon Jun 02 07:37:25 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","transferFile_success"
"","7121","Verify all existing TPs related to an agreement are terminated upon its retirement","","Mon Jun 02 07:36:51 GMT 2025","passed","Mon Jun 02 07:36:58 GMT 2025","","org.eclipse.tractusx.edc.tests.agreement.retirement.RetireAgreementTest","org.eclipse.tractusx.edc.tests.agreement.retirement.RetireAgreementTest","retireAgreement_shouldCloseTransferProcesses"
"","5032","Contract policy is fulfilled Dismantler allowedBrands (IS_ANY_OF, one intersects)","","Mon Jun 02 07:40:56 GMT 2025","passed","Mon Jun 02 07:41:01 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","transferData_whenContractPolicyFulfilled"
"","2055","transferFile_s3ToAzure(Vault)","","Mon Jun 02 07:37:43 GMT 2025","passed","Mon Jun 02 07:37:45 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","transferFile_s3ToAzure"
"","7006","Contract policy is fulfilled PCF Use Case (new notation)","","Mon Jun 02 07:40:32 GMT 2025","passed","Mon Jun 02 07:40:39 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","transferData_whenContractPolicyFulfilled"
"","2049","transferMultipleFiles()","","Mon Jun 02 07:38:14 GMT 2025","passed","Mon Jun 02 07:38:16 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","transferMultipleFiles"
"","75","Policy is accepted DataExchangeGovernance use case","","Mon Jun 02 07:36:49 GMT 2025","passed","Mon Jun 02 07:36:49 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","6072","azureBlobPush_withDestFolder()","","Mon Jun 02 07:37:00 GMT 2025","passed","Mon Jun 02 07:37:06 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.AzureToAzureEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.AzureToAzureEndToEndTest","azureBlobPush_withDestFolder"
"","1209","The authentication token misses required claims: audience","","Mon Jun 02 07:37:40 GMT 2025","passed","Mon Jun 02 07:37:41 GMT 2025","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_invalidAuthenticationToken_missingAudience"
"","5031","Contract policy is fulfilled Dismantler allowedBrands (IS_NONE_OF, no intersect)","","Mon Jun 02 07:41:06 GMT 2025","passed","Mon Jun 02 07:41:11 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","transferData_whenContractPolicyFulfilled"
